[2026-08-27T06:59:27.258Z] Model: embedding-001, Latency: 134.8092734154106ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:41.939Z] Model: embedding-001, Latency: 142.57797440386804ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:42.403Z] Model: embedding-001, Latency: 112.46110113134017ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:42.847Z] Model: embedding-001, Latency: 92.38538354581416ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:43.501Z] Model: embedding-001, Latency: 78.8182187936647ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:44.142Z] Model: embedding-001, Latency: 56.830497267706534ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:44.794Z] Model: embedding-001, Latency: 138.64259967238604ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:45.195Z] Model: embedding-001, Latency: 139.17108579557845ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:45.594Z] Model: embedding-001, Latency: 102.45795232240384ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:45.922Z] Model: embedding-001, Latency: 145.27354423409116ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:46.254Z] Model: embedding-001, Latency: 110.30816626575489ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:46.705Z] Model: embedding-001, Latency: 128.55009086929294ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:47.019Z] Model: embedding-001, Latency: 70.84889781821231ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:47.326Z] Model: embedding-001, Latency: 118.48268074569171ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:47.635Z] Model: embedding-001, Latency: 98.1168415486492ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:47.951Z] Model: embedding-001, Latency: 83.97164734082773ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:48.324Z] Model: embedding-001, Latency: 110.4069036534046ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:48.684Z] Model: embedding-001, Latency: 83.25584727841294ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:49.047Z] Model: embedding-001, Latency: 97.85379841272061ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:49.469Z] Model: embedding-001, Latency: 106.40652236169923ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:49.778Z] Model: embedding-001, Latency: 131.48430784500334ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:50.086Z] Model: embedding-001, Latency: 113.01992965057228ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:50.493Z] Model: embedding-001, Latency: 104.8056986915579ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:50.807Z] Model: embedding-001, Latency: 95.65857424678808ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:51.111Z] Model: embedding-001, Latency: 110.66057775840986ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:51.422Z] Model: embedding-001, Latency: 104.15569309582493ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:51.730Z] Model: embedding-001, Latency: 144.3117904913555ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:52.037Z] Model: embedding-001, Latency: 55.482938042625776ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:52.370Z] Model: embedding-001, Latency: 107.0288909658774ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:52.727Z] Model: embedding-001, Latency: 63.309943246060755ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:53.051Z] Model: embedding-001, Latency: 141.93893922378086ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:53.361Z] Model: embedding-001, Latency: 85.32106678928875ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:53.668Z] Model: embedding-001, Latency: 50.5803666812873ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:53.976Z] Model: embedding-001, Latency: 93.9944796842272ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:54.288Z] Model: embedding-001, Latency: 130.2729719549424ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:54.596Z] Model: embedding-001, Latency: 143.34091086401938ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:54.890Z] Model: embedding-001, Latency: 89.5355465640879ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:55.189Z] Model: embedding-001, Latency: 138.89585388540348ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:55.511Z] Model: embedding-001, Latency: 122.64080184167877ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:55.813Z] Model: embedding-001, Latency: 91.89688050313308ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:56.108Z] Model: embedding-001, Latency: 102.38907243324024ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:56.433Z] Model: embedding-001, Latency: 51.3764962717241ms, Tokens: 2, Cost: ₹0.0000
[2026-08-27T07:02:56.743Z] Model: embedding-001, Latency: 99.448934400489ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:57.047Z] Model: embedding-001, Latency: 133.10392051694706ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:57.358Z] Model: embedding-001, Latency: 113.20317132404284ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:57.662Z] Model: embedding-001, Latency: 67.40183212937576ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:57.969Z] Model: embedding-001, Latency: 67.42232007832527ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:58.275Z] Model: embedding-001, Latency: 92.11913144647741ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:58.583Z] Model: embedding-001, Latency: 116.19882139888065ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:58.994Z] Model: embedding-001, Latency: 94.65972171738107ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:59.300Z] Model: embedding-001, Latency: 63.28426282411503ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:59.589Z] Model: embedding-001, Latency: 92.75991437881147ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:02:59.916Z] Model: embedding-001, Latency: 82.84123527910738ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:00.232Z] Model: embedding-001, Latency: 58.84241691181512ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:00.535Z] Model: embedding-001, Latency: 100.69021602226101ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:00.836Z] Model: embedding-001, Latency: 94.85905293429917ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:01.130Z] Model: embedding-001, Latency: 52.686922407957496ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:01.412Z] Model: embedding-001, Latency: 116.72877482591608ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:01.758Z] Model: embedding-001, Latency: 116.43347028460187ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:02.065Z] Model: embedding-001, Latency: 74.8198538181457ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:02.373Z] Model: embedding-001, Latency: 76.50492630361725ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:02.684Z] Model: embedding-001, Latency: 113.76454403351343ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:02.969Z] Model: embedding-001, Latency: 100.40345442522073ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:03.294Z] Model: embedding-001, Latency: 89.24847292327516ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:03.615Z] Model: embedding-001, Latency: 149.44004497294253ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:03.962Z] Model: embedding-001, Latency: 139.46400728021962ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:04.318Z] Model: embedding-001, Latency: 59.39394236400438ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:04.652Z] Model: embedding-001, Latency: 102.77053269008597ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:04.980Z] Model: embedding-001, Latency: 78.75178788293567ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:05.343Z] Model: embedding-001, Latency: 83.51679032574631ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:05.654Z] Model: embedding-001, Latency: 61.72192503836607ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:05.958Z] Model: embedding-001, Latency: 144.59751717169624ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:06.253Z] Model: embedding-001, Latency: 105.04999172800879ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:06.572Z] Model: embedding-001, Latency: 105.4168294448314ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:06.877Z] Model: embedding-001, Latency: 79.6214336443623ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:07.165Z] Model: embedding-001, Latency: 121.48103810149325ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:07.595Z] Model: embedding-001, Latency: 77.31371895771568ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:08.004Z] Model: embedding-001, Latency: 105.03831559299209ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:08.350Z] Model: embedding-001, Latency: 147.91585786577707ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:08.725Z] Model: embedding-001, Latency: 96.30080617623477ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:09.131Z] Model: embedding-001, Latency: 137.73555721087394ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:09.470Z] Model: embedding-001, Latency: 106.19698949720595ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:09.899Z] Model: embedding-001, Latency: 131.8502908013873ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:10.374Z] Model: embedding-001, Latency: 136.2158929461254ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:10.785Z] Model: embedding-001, Latency: 137.50280435621477ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:11.256Z] Model: embedding-001, Latency: 98.0645657088311ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:11.629Z] Model: embedding-001, Latency: 57.9913793034235ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:12.012Z] Model: embedding-001, Latency: 83.06484832676352ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:12.421Z] Model: embedding-001, Latency: 76.27597620119133ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:12.832Z] Model: embedding-001, Latency: 95.20122643275401ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:13.243Z] Model: embedding-001, Latency: 72.43310171589998ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:13.855Z] Model: embedding-001, Latency: 50.863077105684ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:14.490Z] Model: embedding-001, Latency: 100.8738650747666ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:14.901Z] Model: embedding-001, Latency: 147.87854116442932ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:15.234Z] Model: embedding-001, Latency: 64.52127514871205ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:15.562Z] Model: embedding-001, Latency: 143.02688238093782ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:15.912Z] Model: embedding-001, Latency: 110.09585937558523ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:16.270Z] Model: embedding-001, Latency: 110.33748206593908ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:16.632Z] Model: embedding-001, Latency: 122.81033586927737ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:16.944Z] Model: embedding-001, Latency: 64.48014875761112ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:17.323Z] Model: embedding-001, Latency: 119.94243270705581ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:17.638Z] Model: embedding-001, Latency: 52.958195026857226ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:17.937Z] Model: embedding-001, Latency: 113.11757379769095ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:18.233Z] Model: embedding-001, Latency: 85.75120676552574ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:18.552Z] Model: embedding-001, Latency: 70.46470646423475ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:18.858Z] Model: embedding-001, Latency: 119.8886872979609ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:19.175Z] Model: embedding-001, Latency: 107.63088846251416ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:19.478Z] Model: embedding-001, Latency: 122.62302355791364ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:19.786Z] Model: embedding-001, Latency: 84.14401312156018ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:20.096Z] Model: embedding-001, Latency: 103.92501159699498ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:20.427Z] Model: embedding-001, Latency: 59.07297870172752ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:20.778Z] Model: embedding-001, Latency: 71.59607800930988ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:21.071Z] Model: embedding-001, Latency: 60.309705877862896ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:21.422Z] Model: embedding-001, Latency: 95.41514098192522ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:21.808Z] Model: embedding-001, Latency: 109.86509502956685ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:22.109Z] Model: embedding-001, Latency: 71.35195932925352ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:22.443Z] Model: embedding-001, Latency: 90.9718837193701ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:22.750Z] Model: embedding-001, Latency: 138.22872312570166ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:23.051Z] Model: embedding-001, Latency: 105.21510129417055ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:23.401Z] Model: embedding-001, Latency: 86.37895278776182ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:23.705Z] Model: embedding-001, Latency: 74.04734892345625ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:23.996Z] Model: embedding-001, Latency: 122.87225066928231ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:24.297Z] Model: embedding-001, Latency: 61.63153658813545ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:24.594Z] Model: embedding-001, Latency: 99.3113313099683ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:24.926Z] Model: embedding-001, Latency: 69.66435207509286ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:25.280Z] Model: embedding-001, Latency: 80.76412213499526ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:25.653Z] Model: embedding-001, Latency: 126.56474808025487ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:25.975Z] Model: embedding-001, Latency: 71.43713335892875ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:26.334Z] Model: embedding-001, Latency: 88.76319835025376ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:26.665Z] Model: embedding-001, Latency: 54.965308314496085ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:27.018Z] Model: embedding-001, Latency: 96.21759874988129ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:27.369Z] Model: embedding-001, Latency: 145.35639577901878ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:27.697Z] Model: embedding-001, Latency: 127.6246843169665ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:28.018Z] Model: embedding-001, Latency: 124.07378746629608ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:28.382Z] Model: embedding-001, Latency: 76.27816632711702ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:28.680Z] Model: embedding-001, Latency: 66.69878800922474ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:29.099Z] Model: embedding-001, Latency: 139.55981857453315ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:29.406Z] Model: embedding-001, Latency: 62.07616506572111ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:29.721Z] Model: embedding-001, Latency: 75.80266822044169ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:30.030Z] Model: embedding-001, Latency: 91.94252935723179ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:30.332Z] Model: embedding-001, Latency: 105.25979024733707ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:30.635Z] Model: embedding-001, Latency: 120.17657329988279ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:30.941Z] Model: embedding-001, Latency: 63.6308579194662ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:31.241Z] Model: embedding-001, Latency: 54.49855422530141ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:31.534Z] Model: embedding-001, Latency: 53.44563804943042ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:31.863Z] Model: embedding-001, Latency: 149.14812076089203ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:32.182Z] Model: embedding-001, Latency: 54.01129564948943ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:32.518Z] Model: embedding-001, Latency: 111.608457268168ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:32.888Z] Model: embedding-001, Latency: 146.4295943136479ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:33.208Z] Model: embedding-001, Latency: 56.73546270255881ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:33.605Z] Model: embedding-001, Latency: 118.62316056262998ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:33.980Z] Model: embedding-001, Latency: 71.09787575830447ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:34.335Z] Model: embedding-001, Latency: 102.17010542843303ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:34.680Z] Model: embedding-001, Latency: 52.14338076199802ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:35.038Z] Model: embedding-001, Latency: 68.03641607864938ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:35.392Z] Model: embedding-001, Latency: 75.63667016405823ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:35.758Z] Model: embedding-001, Latency: 102.72548503146008ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:36.143Z] Model: embedding-001, Latency: 117.94171413902991ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:36.472Z] Model: embedding-001, Latency: 119.30627754481084ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:36.881Z] Model: embedding-001, Latency: 117.16631775615444ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:37.236Z] Model: embedding-001, Latency: 144.5833460987188ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:37.573Z] Model: embedding-001, Latency: 86.32473799511021ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:37.911Z] Model: embedding-001, Latency: 58.8262010036962ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:38.314Z] Model: embedding-001, Latency: 69.6612908165759ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:38.639Z] Model: embedding-001, Latency: 120.47817229301242ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:38.992Z] Model: embedding-001, Latency: 73.93556372545444ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:39.307Z] Model: embedding-001, Latency: 147.49281181346143ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:39.621Z] Model: embedding-001, Latency: 57.9748182974553ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:39.954Z] Model: embedding-001, Latency: 74.87724422914948ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:40.259Z] Model: embedding-001, Latency: 142.6893514770158ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:40.554Z] Model: embedding-001, Latency: 120.54327588988129ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:40.873Z] Model: embedding-001, Latency: 100.71493784478437ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:41.192Z] Model: embedding-001, Latency: 70.92139881940092ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:41.514Z] Model: embedding-001, Latency: 61.82939194438425ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:41.849Z] Model: embedding-001, Latency: 56.640966507752744ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:42.206Z] Model: embedding-001, Latency: 119.7839862198604ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:42.530Z] Model: embedding-001, Latency: 121.94269375217551ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:42.833Z] Model: embedding-001, Latency: 106.12162824414693ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:43.134Z] Model: embedding-001, Latency: 137.90615551130566ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:43.447Z] Model: embedding-001, Latency: 63.04171108551451ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:43.762Z] Model: embedding-001, Latency: 87.65271789751004ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:44.070Z] Model: embedding-001, Latency: 133.8512104173434ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:44.374Z] Model: embedding-001, Latency: 136.86720591918876ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:44.697Z] Model: embedding-001, Latency: 53.13721072199551ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:45.072Z] Model: embedding-001, Latency: 97.0954389424143ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:45.586Z] Model: embedding-001, Latency: 124.16936368334413ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:45.893Z] Model: embedding-001, Latency: 146.17038356249256ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:46.178Z] Model: embedding-001, Latency: 81.44899077320426ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:46.484Z] Model: embedding-001, Latency: 94.61301733467168ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:46.779Z] Model: embedding-001, Latency: 92.42411719536224ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:47.182Z] Model: embedding-001, Latency: 78.04623516788166ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:47.632Z] Model: embedding-001, Latency: 97.25862020139714ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:47.940Z] Model: embedding-001, Latency: 149.93328514008047ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:48.284Z] Model: embedding-001, Latency: 65.28761574541726ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:48.584Z] Model: embedding-001, Latency: 87.34337797013326ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:48.881Z] Model: embedding-001, Latency: 66.91989190436988ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:49.191Z] Model: embedding-001, Latency: 131.25135174490003ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:49.490Z] Model: embedding-001, Latency: 136.16662890607216ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:49.791Z] Model: embedding-001, Latency: 103.95854753710466ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:50.113Z] Model: embedding-001, Latency: 131.97663154814597ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:50.444Z] Model: embedding-001, Latency: 98.81884319271238ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:50.808Z] Model: embedding-001, Latency: 95.29172601879242ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:51.147Z] Model: embedding-001, Latency: 127.17415981661189ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:51.487Z] Model: embedding-001, Latency: 94.8250648523269ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:51.869Z] Model: embedding-001, Latency: 85.77475356813972ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:52.355Z] Model: embedding-001, Latency: 97.08805669660057ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:52.808Z] Model: embedding-001, Latency: 61.19823418746214ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:53.280Z] Model: embedding-001, Latency: 76.66255370175841ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:53.594Z] Model: embedding-001, Latency: 52.80063646539897ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:53.921Z] Model: embedding-001, Latency: 131.0793913849385ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:54.287Z] Model: embedding-001, Latency: 129.200327530273ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:54.661Z] Model: embedding-001, Latency: 76.01032831578576ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:54.995Z] Model: embedding-001, Latency: 106.02395727426176ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:55.423Z] Model: embedding-001, Latency: 122.96557628449608ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:55.901Z] Model: embedding-001, Latency: 139.40367183865902ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:56.368Z] Model: embedding-001, Latency: 121.37512263973365ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:56.875Z] Model: embedding-001, Latency: 84.03989804258165ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:57.197Z] Model: embedding-001, Latency: 104.16163780125852ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:57.565Z] Model: embedding-001, Latency: 110.00791360467312ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:57.909Z] Model: embedding-001, Latency: 130.62136934754886ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:58.241Z] Model: embedding-001, Latency: 111.40817826901693ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:58.592Z] Model: embedding-001, Latency: 51.20095864983752ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:59.008Z] Model: embedding-001, Latency: 107.23489459647082ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:59.322Z] Model: embedding-001, Latency: 91.0291046393044ms, Tokens: 1, Cost: ₹0.0000
[2026-08-27T07:03:59.660Z] Model: embedding-001, Latency: 93.39737702005543ms, Tokens: 1, Cost: ₹0.0000
